ID,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
407,Existing Customer,64,F,0,High School,Single,Less than $40K,Blue,56,6,6,1,2609,1115,1494,0.753,4546,59,0.903,0.427
408,Existing Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,33,4,3,3,7530,1336,6194,0.749,14719,115,0.855,0.177
409,Existing Customer,54,M,4,Graduate,Married,$60K - $80K,Blue,49,3,1,2,5269,1099,4170,1.178,2195,63,0.969,0.209
410,Attrited Customer,54,F,2,Unknown,Married,Unknown,Blue,49,2,4,3,1812,1798,14,0.735,2921,44,0.692,0.992
411,Attrited Customer,46,M,4,Uneducated,Single,$80K - $120K,Gold,41,6,3,2,34516,1104,33412,0.591,1989,47,0.741,0.032
412,Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,55,2,1,3,3773,0,3773,0.684,14264,118,0.873,0
413,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,34,6,3,5,6458,1802,4656,0.923,2315,49,0.581,0.279
414,Existing Customer,52,F,2,Graduate,Single,Unknown,Blue,47,6,3,3,13276,1917,11359,1.075,1901,33,0.833,0.144
415,Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,33,5,4,1,1503,879,624,0.776,4439,77,0.604,0.585
416,Existing Customer,52,F,3,College,Married,$40K - $60K,Blue,47,6,3,3,4717,0,4717,0.563,2349,66,0.347,0
417,Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Blue,44,1,3,2,12375,2263,10112,1.044,14500,106,0.582,0.183
418,Existing Customer,47,M,1,Graduate,Single,$80K - $120K,Blue,31,4,1,2,18026,755,17271,0.931,2760,56,1,0.042
419,Attrited Customer,61,M,0,Graduate,Single,$40K - $60K,Blue,56,2,5,4,3984,2245,1739,0.612,1821,39,0.696,0.564
420,Existing Customer,34,F,2,Post-Graduate,Single,Less than $40K,Blue,29,2,3,3,2509,1897,612,0.938,4837,74,0.542,0.756
421,Existing Customer,37,M,1,High School,Married,$120K +,Blue,32,6,2,2,17393,1409,15984,0.608,1692,38,0.652,0.081
422,Existing Customer,37,F,1,College,Single,$40K - $60K,Blue,32,4,2,3,1976,0,1976,0.812,4424,73,0.659,0
423,Existing Customer,49,M,4,Doctorate,Married,$60K - $80K,Blue,44,3,1,1,3343,1581,1762,1.146,1545,31,0.824,0.473
424,Existing Customer,47,F,2,Unknown,Married,Less than $40K,Blue,42,1,3,3,1438.3,0,1438.3,0.677,4624,73,0.587,0
425,Existing Customer,42,M,2,Unknown,Single,$120K +,Gold,37,5,2,2,34516,1230,33286,0.72,3260,63,1.1,0.036
426,Existing Customer,35,M,3,Graduate,Unknown,$60K - $80K,Blue,30,5,1,3,8547,1666,6881,1.163,1311,33,2,0.195
427,Existing Customer,45,M,3,Unknown,Single,$40K - $60K,Blue,40,3,4,3,5662,1952,3710,0.519,4014,61,0.525,0.345
428,Existing Customer,53,F,2,College,Single,Less than $40K,Blue,48,2,2,2,8259,1182,7077,0.822,7957,88,0.544,0.143
429,Existing Customer,26,M,0,High School,Single,$60K - $80K,Blue,21,6,2,3,1672,957,715,0.576,2099,34,0.417,0.572
430,Attrited Customer,65,F,0,Graduate,Divorced,Less than $40K,Blue,56,3,6,3,6184,0,6184,1.016,1712,27,0.286,0
431,Attrited Customer,47,F,4,Uneducated,Single,Unknown,Blue,42,3,4,3,6263,2517,3746,0.857,2613,50,0.724,0.402
432,Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,35,5,2,4,3140,2183,957,0.58,5109,78,0.733,0.695
433,Attrited Customer,52,M,3,High School,Single,$120K +,Blue,47,6,1,3,19032,0,19032,0.417,1726,42,0.312,0
434,Existing Customer,56,F,4,High School,Married,Less than $40K,Blue,51,4,2,3,1438.3,0,1438.3,0.472,1354,24,0.714,0
435,Existing Customer,51,F,2,Unknown,Married,Less than $40K,Blue,46,1,6,3,7744,1893,5851,0.813,16059,124,0.722,0.244
436,Existing Customer,34,M,1,Unknown,Married,$60K - $80K,Blue,29,3,2,3,3890,2286,1604,0.633,1889,51,0.457,0.588
437,Existing Customer,53,F,3,Uneducated,Single,Less than $40K,Blue,48,6,2,1,1953,1215,738,0.667,4253,72,0.8,0.622
438,Existing Customer,53,F,2,Unknown,Married,$40K - $60K,Blue,48,2,3,3,4442,1107,3335,0.822,14437,109,0.912,0.249
439,Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42,5,3,2,8856,1433,7423,0.811,5072,77,0.711,0.162
440,Existing Customer,46,F,3,College,Single,Less than $40K,Blue,41,1,3,2,2485,861,1624,0.566,4728,81,0.761,0.346
441,Existing Customer,48,F,2,Unknown,Single,Less than $40K,Blue,43,6,3,3,1438.3,0,1438.3,0.816,4059,89,0.816,0
442,Existing Customer,45,M,0,Graduate,Married,$60K - $80K,Blue,40,4,3,3,1438.3,0,1438.3,0.555,4869,66,0.737,0
443,Existing Customer,46,F,3,Unknown,Married,Unknown,Silver,41,6,3,2,34516,0,34516,0.896,3722,72,0.756,0
444,Existing Customer,54,F,1,Graduate,Single,Less than $40K,Blue,49,3,2,2,2930,2266,664,0.734,4752,72,1.323,0.773
445,Existing Customer,36,M,3,High School,Single,$80K - $120K,Blue,31,6,1,1,5228,1443,3785,0.934,2683,62,0.938,0.276
446,Existing Customer,49,M,2,Unknown,Married,Less than $40K,Silver,44,2,2,3,12518,1722,10796,0.891,14276,96,0.778,0.138
447,Existing Customer,48,M,3,Graduate,Married,$40K - $60K,Blue,43,5,1,1,2423,1779,644,0.503,4035,74,0.805,0.734
448,Existing Customer,48,F,5,Uneducated,Married,$40K - $60K,Blue,43,4,1,3,2866,921,1945,0.654,4615,72,0.6,0.321
449,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,45,6,3,2,1867,1478,389,0.727,4097,70,0.707,0.792
450,Existing Customer,47,F,5,Unknown,Unknown,Less than $40K,Blue,42,2,1,2,2519,1584,935,0.76,8852,95,0.759,0.629
451,Attrited Customer,54,M,4,High School,Single,$80K - $120K,Silver,49,1,3,4,34516,214,34302,0,1201,22,0,0.006
452,Existing Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,1,4,1515,0,1515,0.819,3894,60,0.818,0
453,Existing Customer,55,M,3,High School,Married,$60K - $80K,Blue,50,2,1,2,5282,1144,4138,0.8,13513,115,0.597,0.217
454,Existing Customer,49,F,2,Unknown,Single,$40K - $60K,Blue,44,6,1,3,2147,1402,745,0.612,4240,69,0.683,0.653
455,Existing Customer,36,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,3,2,5,11862,2282,9580,0.837,2576,74,0.85,0.192
456,Attrited Customer,48,F,4,Graduate,Single,$40K - $60K,Blue,43,3,2,4,1538,0,1538,0.684,2275,43,0.483,0
457,Existing Customer,59,F,1,Uneducated,Married,Less than $40K,Blue,54,5,3,0,2890,2001,889,1.334,1860,36,1,0.692
458,Existing Customer,51,F,3,Unknown,Single,Less than $40K,Blue,46,3,2,2,4333,1848,2485,0.634,7643,85,0.771,0.426
459,Existing Customer,57,M,0,Uneducated,Single,$60K - $80K,Blue,42,6,4,3,8377,1211,7166,0.813,1797,44,1.2,0.145
460,Existing Customer,42,M,3,High School,Single,$40K - $60K,Blue,37,3,3,3,2247,1045,1202,0.952,1300,31,0.55,0.465
461,Attrited Customer,44,M,1,College,Divorced,$80K - $120K,Silver,39,2,3,2,34516,2361,32155,0.529,1853,36,0.385,0.068
462,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,41,6,3,1,1438.3,0,1438.3,0.921,4200,86,0.536,0
463,Attrited Customer,46,F,3,Unknown,Unknown,Less than $40K,Blue,41,5,3,2,4710,0,4710,0.717,2690,43,0.955,0
464,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43,4,2,2,1438.3,0,1438.3,0.722,2520,45,0.452,0
465,Existing Customer,46,M,3,College,Married,$80K - $120K,Blue,41,4,3,1,18927,887,18040,1.065,3101,54,1,0.047
466,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,33,5,2,3,2228,1717,511,1.625,2334,61,0.848,0.771
467,Existing Customer,32,M,0,Graduate,Married,$40K - $60K,Blue,27,3,3,2,4815,1591,3224,1.409,2501,36,0.714,0.33
468,Existing Customer,46,F,2,High School,Divorced,Less than $40K,Blue,41,1,2,2,2841,1807,1034,0.573,4144,73,0.78,0.636
469,Existing Customer,47,F,3,Uneducated,Married,Unknown,Blue,42,4,1,4,25027,1501,23526,1.063,3357,62,0.771,0.06
470,Existing Customer,31,M,1,High School,Divorced,$40K - $60K,Silver,26,1,1,3,15504,1277,14227,0.612,14181,126,0.615,0.082
471,Existing Customer,28,F,0,Graduate,Divorced,Less than $40K,Blue,23,5,1,3,3818,584,3234,0.7,2947,87,0.706,0.153
472,Existing Customer,48,F,3,Unknown,Married,Less than $40K,Blue,43,3,1,2,3119,2196,923,0.81,4705,77,1.2,0.704
473,Existing Customer,28,F,1,Graduate,Divorced,Less than $40K,Blue,23,4,1,3,2543,1156,1387,0.641,3864,64,0.684,0.455
474,Attrited Customer,60,F,0,High School,Single,$40K - $60K,Blue,55,1,5,5,10882,2517,8365,0.266,1861,46,0.278,0.231
475,Existing Customer,42,F,4,Unknown,Married,Less than $40K,Blue,37,2,1,3,6551,1718,4833,1.207,13363,99,0.623,0.262
476,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,45,1,3,1,1789,1156,633,0.748,5110,75,0.63,0.646
477,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,30,3,3,1,4549,1193,3356,0.445,1914,33,0.5,0.262
478,Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,38,4,2,2,2655,1650,1005,0.701,4025,62,0.59,0.621
479,Existing Customer,48,M,2,Doctorate,Single,Less than $40K,Blue,43,3,3,2,5945,1685,4260,0.9,3598,67,0.718,0.283
480,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,5,3,2,5798,1794,4004,0.564,1724,45,0.452,0.309
481,Existing Customer,45,F,4,College,Unknown,Less than $40K,Blue,40,1,2,1,1795,1058,737,0.778,5575,73,0.738,0.589
482,Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,32,2,1,3,3680,683,2997,0.85,4835,77,0.75,0.186
483,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,3,2,2,16813,1185,15628,0.552,1482,46,0.643,0.07
484,Existing Customer,62,M,0,Graduate,Single,$80K - $120K,Blue,56,4,3,3,1438.3,0,1438.3,0.794,3628,74,0.644,0
485,Attrited Customer,44,M,4,Doctorate,Married,$120K +,Blue,39,4,3,2,7924,2517,5407,0.663,2393,37,0.682,0.318
486,Existing Customer,56,M,2,Doctorate,Married,$60K - $80K,Blue,51,3,3,4,6036,1409,4627,0.56,1741,45,0.364,0.233
487,Existing Customer,42,F,3,Unknown,Single,Less than $40K,Blue,37,6,1,3,6453,0,6453,0.76,4822,74,0.609,0
488,Existing Customer,45,F,1,Graduate,Married,Less than $40K,Blue,40,5,3,2,2493,1655,838,0.907,4473,76,0.9,0.664
489,Existing Customer,34,M,2,Graduate,Single,$80K - $120K,Blue,29,3,1,3,13395,1678,11717,1.006,2650,69,0.865,0.125
490,Attrited Customer,44,F,4,High School,Single,$40K - $60K,Blue,39,4,3,3,10587,2517,8070,1.052,2971,54,0.742,0.238
491,Existing Customer,53,M,3,Graduate,Unknown,$40K - $60K,Blue,48,2,2,2,14627,1997,12630,0.718,7766,82,0.745,0.137
492,Existing Customer,50,M,1,Uneducated,Married,$40K - $60K,Blue,45,5,3,3,2151,1163,988,0.849,2513,62,0.59,0.541
493,Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,42,3,1,2,2271,2154,117,1.13,4150,69,0.865,0.948
494,Existing Customer,58,M,3,High School,Single,$120K +,Blue,53,4,1,2,6103,1798,4305,0.705,1468,34,0.619,0.295
495,Existing Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,40,1,3,3,3592,865,2727,0.663,12777,95,0.727,0.241
496,Existing Customer,43,F,2,College,Divorced,Unknown,Blue,38,4,3,2,3264,2042,1222,0.752,4624,75,0.705,0.626
497,Existing Customer,30,F,1,College,Single,Less than $40K,Blue,24,4,3,0,3450,2517,933,0.652,2545,64,0.778,0.73
498,Existing Customer,39,F,3,High School,Unknown,Unknown,Blue,34,4,3,2,15370,686,14684,0.81,4106,71,1.029,0.045
499,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,9620,2033,7587,0.667,1735,43,0.387,0.211
500,Existing Customer,60,M,0,Uneducated,Married,$60K - $80K,Blue,55,6,1,2,6479,1393,5086,0.468,1618,47,0.958,0.215
501,Existing Customer,34,F,2,Unknown,Single,Less than $40K,Blue,29,3,1,0,5387,795,4592,0.837,2596,59,1.034,0.148
502,Attrited Customer,47,F,4,Graduate,Divorced,Less than $40K,Blue,42,1,3,3,5798,2517,3281,0.58,1860,43,0.433,0.434
503,Existing Customer,42,M,3,High School,Divorced,$80K - $120K,Blue,37,6,3,3,27310,0,27310,0.919,1537,41,1.05,0
504,Existing Customer,42,F,3,Graduate,Single,Less than $40K,Blue,37,5,3,4,8017,0,8017,0.539,3042,55,0.528,0
505,Existing Customer,36,F,2,Uneducated,Married,Unknown,Blue,31,5,3,1,3002,1002,2000,1.033,2624,46,1,0.334
506,Existing Customer,54,F,3,Uneducated,Married,$40K - $60K,Blue,49,5,3,2,5335,1373,3962,0.558,1435,29,0.611,0.257
507,Existing Customer,65,M,1,Doctorate,Single,$40K - $60K,Blue,56,5,2,2,1456,867,589,0.725,3953,69,0.725,0.595
508,Existing Customer,42,M,1,Graduate,Single,$60K - $80K,Blue,37,4,1,1,2596,1210,1386,0.549,4642,78,0.696,0.466
509,Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50,5,4,3,24250,278,23972,0.647,2153,41,0.577,0.011
510,Existing Customer,46,M,5,College,Married,$40K - $60K,Blue,41,1,3,2,3914,1683,2231,0.636,4242,64,0.73,0.43
511,Existing Customer,49,F,3,Graduate,Unknown,Unknown,Blue,44,5,2,1,2222,694,1528,0.903,4372,65,0.711,0.312
512,Attrited Customer,38,F,1,College,Single,Less than $40K,Blue,33,6,2,3,3119,2517,602,0.722,2492,50,0.515,0.807
513,Existing Customer,36,M,3,College,Married,$40K - $60K,Blue,31,6,2,4,2220,1337,883,0.768,1685,44,0.375,0.602
514,Existing Customer,27,F,0,High School,Married,Less than $40K,Blue,22,4,1,2,1864,1384,480,0.904,1662,32,0.391,0.742
515,Existing Customer,43,M,4,Unknown,Married,$80K - $120K,Blue,38,5,1,2,2510,1508,1002,0.728,3623,63,0.853,0.601
516,Existing Customer,44,F,2,College,Married,$40K - $60K,Blue,39,4,1,2,1701,775,926,0.847,4471,71,0.614,0.456
517,Existing Customer,35,M,3,Graduate,Single,$40K - $60K,Blue,30,3,1,3,8969,1226,7743,0.84,2568,59,0.735,0.137
518,Existing Customer,30,M,0,Unknown,Single,$80K - $120K,Blue,25,5,2,2,4237,1676,2561,0.786,2465,88,0.725,0.396
519,Existing Customer,44,M,3,Graduate,Unknown,Less than $40K,Blue,39,5,2,4,2978,2134,844,0.579,1413,46,0.394,0.717
520,Existing Customer,45,M,2,Graduate,Divorced,$40K - $60K,Blue,40,3,3,2,2259,954,1305,0.695,1393,35,0.842,0.422
521,Existing Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,52,4,3,3,2002,1188,814,0.63,3735,73,0.659,0.593
522,Existing Customer,60,M,1,High School,Single,$60K - $80K,Silver,55,5,5,3,34516,1642,32874,0.709,14954,95,0.696,0.048
523,Existing Customer,49,F,0,Unknown,Single,Unknown,Blue,43,6,3,3,2874,0,2874,0.676,4617,89,0.78,0
524,Existing Customer,44,F,1,Uneducated,Unknown,Less than $40K,Blue,39,4,2,1,1555,0,1555,0.583,3811,65,0.711,0
525,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,6,3,2,2324,1576,748,0.728,1272,37,1.312,0.678
526,Attrited Customer,50,M,3,Post-Graduate,Married,$60K - $80K,Blue,45,6,4,3,2049,0,2049,0.974,2703,54,1,0
527,Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,45,6,3,3,1438.3,0,1438.3,0.707,4670,82,0.864,0
528,Attrited Customer,41,F,1,High School,Single,$40K - $60K,Blue,36,4,3,3,2667,0,2667,0.494,4399,54,0.862,0
529,Existing Customer,39,M,3,High School,Married,$80K - $120K,Blue,34,2,1,2,17978,1820,16158,0.85,15657,114,0.81,0.101
530,Existing Customer,60,M,1,Graduate,Single,$80K - $120K,Blue,55,6,2,1,11524,0,11524,0.682,3598,72,0.532,0
531,Attrited Customer,43,F,3,Graduate,Single,Less than $40K,Blue,38,5,2,4,4075,1986,2089,1.214,2449,27,0.038,0.487
532,Existing Customer,60,M,1,High School,Married,Less than $40K,Blue,55,5,1,4,2661,1466,1195,0.631,1354,25,0.316,0.551
533,Attrited Customer,45,M,5,High School,Unknown,$60K - $80K,Blue,40,3,3,1,1438.3,0,1438.3,1.23,2132,31,0.107,0
534,Existing Customer,26,F,1,Graduate,Single,$40K - $60K,Blue,20,6,3,3,1438.3,673,765.3,0.595,2167,48,0.412,0.468
535,Existing Customer,40,F,5,College,Married,Less than $40K,Blue,35,3,1,3,2448,1693,755,0.502,1269,30,0.875,0.692
536,Attrited Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,56,6,2,3,9918,850,9068,0.688,2485,40,0.29,0.086
537,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,44,5,2,1,3537,0,3537,0.763,4726,78,0.814,0
538,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,40,3,2,1,2110,844,1266,1.109,4812,77,0.604,0.4
539,Existing Customer,64,F,0,Graduate,Single,Unknown,Blue,56,3,2,4,4100,863,3237,0.992,3593,51,0.821,0.21
540,Existing Customer,47,F,3,Unknown,Single,Unknown,Blue,42,3,2,2,5884,1382,4502,0.91,4477,82,0.745,0.235
541,Existing Customer,52,F,1,Uneducated,Married,$40K - $60K,Blue,47,6,3,3,2151,1338,813,0.926,3446,58,1,0.622
542,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,4,3,2,16059,618,15441,0.824,1357,26,1,0.038
543,Existing Customer,45,F,4,High School,Married,Unknown,Blue,39,4,3,2,24880,836,24044,0.701,1208,25,1.083,0.034
544,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,40,4,1,3,2922,1212,1710,0.662,3895,70,0.591,0.415
545,Existing Customer,45,M,4,College,Single,$120K +,Blue,40,3,3,3,2900,1782,1118,1.351,4686,64,0.561,0.614
546,Existing Customer,53,F,1,Doctorate,Single,Less than $40K,Blue,48,4,3,3,2267,1469,798,0.716,3709,64,0.684,0.648
547,Existing Customer,63,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,5,6500,1786,4714,0.524,1497,27,0.35,0.275
548,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,44,4,2,3,1656,929,727,0.898,4408,79,0.681,0.561
549,Existing Customer,49,M,4,College,Married,$80K - $120K,Blue,44,2,3,3,31091,966,30125,0.57,14565,108,0.742,0.031
550,Attrited Customer,53,M,4,Unknown,Single,$120K +,Blue,48,3,3,4,34516,278,34238,0.817,3029,49,0.4,0.008
551,Attrited Customer,39,F,0,Unknown,Married,$40K - $60K,Silver,34,3,0,3,15142,0,15142,0.761,2458,41,0.577,0
552,Existing Customer,42,M,3,High School,Unknown,$40K - $60K,Blue,37,6,2,4,2793,1661,1132,1.117,3247,69,0.865,0.595
553,Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,46,6,3,3,3458,1989,1469,0.707,3409,59,1.034,0.575
554,Existing Customer,37,F,3,Unknown,Single,Unknown,Blue,32,3,4,4,19636,1566,18070,0.649,2595,58,0.611,0.08
555,Existing Customer,55,F,1,Unknown,Married,Less than $40K,Blue,50,5,3,4,3566,1401,2165,0.903,2425,54,0.8,0.393
556,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,31,2,2,2,4086,1974,2112,0.775,7932,87,0.642,0.483
557,Existing Customer,31,F,0,Graduate,Married,Less than $40K,Blue,21,4,1,4,6315,1305,5010,0.542,2205,43,0.265,0.207
558,Existing Customer,42,M,4,Uneducated,Married,Less than $40K,Blue,37,4,3,2,2411,1797,614,0.607,4331,63,0.5,0.745
559,Attrited Customer,47,F,5,Doctorate,Married,Unknown,Blue,42,3,5,3,4345,2176,2169,0.752,2458,44,0.467,0.501
560,Existing Customer,55,F,1,College,Single,$40K - $60K,Blue,50,3,3,3,1843,1520,323,0.864,4729,92,0.704,0.825
561,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,55,5,1,3,1438.3,738,700.3,0.782,1226,33,0.571,0.513
562,Existing Customer,47,M,2,High School,Divorced,Unknown,Silver,42,1,2,2,34516,2019,32497,0.706,7774,95,0.583,0.058
563,Existing Customer,39,F,1,High School,Married,$40K - $60K,Blue,34,6,5,3,4489,2498,1991,0.779,2153,58,0.568,0.556
564,Existing Customer,40,F,3,High School,Married,$40K - $60K,Silver,34,2,2,2,19000,1568,17432,0.688,8443,97,0.865,0.083
565,Existing Customer,46,F,4,Post-Graduate,Divorced,Less than $40K,Blue,41,4,1,1,1752,611,1141,0.465,4864,76,0.462,0.349
566,Existing Customer,44,F,3,High School,Single,$40K - $60K,Blue,37,4,1,1,3410,1110,2300,0.63,5102,63,0.615,0.326
567,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,39,6,1,3,5024,2209,2815,0.66,4908,73,0.659,0.44
568,Existing Customer,53,F,3,Post-Graduate,Divorced,Unknown,Blue,48,5,2,2,12286,997,11289,0.726,4960,83,0.729,0.081
569,Existing Customer,42,M,3,Graduate,Married,$40K - $60K,Blue,37,2,2,3,3161,1788,1373,0.865,13692,117,0.828,0.566
570,Attrited Customer,43,M,3,High School,Single,$60K - $80K,Blue,38,2,3,2,12254,0,12254,0.705,2129,42,0.355,0
571,Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,49,2,2,2,1719,0,1719,0.579,4869,65,0.512,0
572,Existing Customer,57,M,4,Graduate,Single,$120K +,Blue,52,2,3,2,25808,0,25808,0.712,7794,94,0.843,0
573,Existing Customer,26,M,1,College,Divorced,$40K - $60K,Blue,21,3,3,2,1438.3,0,1438.3,0.745,2660,89,0.712,0
574,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122,554,1568,0.857,949,17,0.133,0.261
575,Attrited Customer,49,F,0,Uneducated,Single,Less than $40K,Blue,44,3,3,2,2094,0,2094,0.897,2690,46,0.484,0
576,Existing Customer,39,M,2,Unknown,Unknown,$120K +,Blue,34,2,2,2,34516,1082,33434,0.629,7845,92,0.533,0.031
577,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,40,5,4,3,1438.3,0,1438.3,0.605,2207,41,0.64,0
578,Attrited Customer,51,F,3,Uneducated,Married,Less than $40K,Blue,46,5,5,2,3536,0,3536,0.542,3281,39,0.393,0
579,Existing Customer,44,F,2,Graduate,Unknown,Less than $40K,Blue,39,2,3,3,4057,755,3302,0.873,4301,58,1.417,0.186
580,Existing Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,2,3,3,2430,1657,773,0.659,8444,100,0.449,0.682
581,Existing Customer,56,M,2,Graduate,Single,$120K +,Blue,51,1,1,2,4675,1340,3335,0.68,8037,100,0.852,0.287
582,Existing Customer,54,F,3,Uneducated,Single,Unknown,Blue,49,6,4,3,9733,863,8870,0.892,5228,71,0.543,0.089
583,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,36,2,3,2,4065,2517,1548,0.957,2899,51,0.821,0.619
584,Existing Customer,41,M,5,Unknown,Single,$80K - $120K,Blue,36,1,2,3,1438.3,892,546.3,0.79,4426,88,0.66,0.62
585,Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,3,2,2468,2021,447,0.906,1797,46,0.586,0.819
586,Existing Customer,49,M,4,Uneducated,Unknown,$60K - $80K,Silver,44,6,3,2,32244,0,32244,0.647,3501,65,0.757,0
587,Existing Customer,36,M,0,Graduate,Married,$60K - $80K,Blue,31,5,1,2,7667,0,7667,0.632,1501,35,0.667,0
588,Existing Customer,56,M,2,Graduate,Single,$40K - $60K,Blue,51,1,3,1,1466,723,743,0.793,5110,86,0.593,0.493
589,Existing Customer,53,F,0,Graduate,Single,Less than $40K,Blue,48,4,3,3,5972,1885,4087,0.973,3491,65,0.711,0.316
590,Existing Customer,46,F,4,College,Single,$40K - $60K,Blue,41,2,3,3,13743,0,13743,0.947,9406,106,0.767,0
591,Existing Customer,55,M,2,High School,Married,$120K +,Blue,50,3,2,3,17627,1756,15871,0.757,4836,74,0.721,0.1
592,Existing Customer,36,M,3,Uneducated,Married,$40K - $60K,Blue,31,6,2,2,3152,1986,1166,1.328,2530,50,0.724,0.63
593,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,47,3,2,0,2741,1639,1102,0.644,5077,87,0.74,0.598
594,Existing Customer,45,F,4,Uneducated,Single,Unknown,Blue,40,1,2,2,7600,1574,6026,0.605,4240,67,0.396,0.207
595,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,1,3,2555,2117,438,1.049,1334,32,0.6,0.829
596,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,38,3,5,1,23459,2305,21154,0.636,7279,83,0.627,0.098
597,Existing Customer,50,F,3,Graduate,Divorced,Unknown,Silver,45,2,1,2,34516,2381,32135,0.748,15071,103,0.717,0.069
598,Existing Customer,46,M,4,Graduate,Divorced,$60K - $80K,Blue,41,4,2,1,5397,2336,3061,0.67,4734,96,0.846,0.433
599,Existing Customer,42,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,2250,1788,462,0.523,4908,71,1.152,0.795
600,Existing Customer,62,M,1,High School,Married,$40K - $60K,Blue,56,5,3,3,2359,1242,1117,1.043,2021,50,0.613,0.526
601,Existing Customer,58,F,2,High School,Married,$40K - $60K,Blue,53,4,2,3,2642,1249,1393,0.682,4897,81,0.723,0.473
602,Existing Customer,45,M,2,Unknown,Single,$40K - $60K,Blue,40,6,4,3,7037,0,7037,0.583,4099,71,0.69,0
603,Attrited Customer,41,M,2,Graduate,Single,$60K - $80K,Gold,36,2,3,3,34516,687,33829,1.015,4822,57,0.295,0.02
604,Existing Customer,50,F,4,Unknown,Married,Less than $40K,Blue,45,4,1,4,1488,755,733,0.783,4451,65,0.711,0.507
605,Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,36,3,3,2,2492,1560,932,0.573,1126,23,0.353,0.626
606,Existing Customer,26,F,0,Unknown,Single,Unknown,Blue,13,4,2,2,2600,1876,724,0.606,2625,45,0.364,0.722
607,Existing Customer,44,F,3,High School,Married,Unknown,Blue,38,4,6,4,26516,1434,25082,0.472,3609,76,0.551,0.054
608,Existing Customer,54,F,3,Graduate,Married,Less than $40K,Blue,49,5,2,4,2031,1069,962,0.87,1943,47,0.621,0.526
609,Existing Customer,51,M,4,Graduate,Married,$40K - $60K,Silver,46,3,5,2,16277,1170,15107,0.95,3634,62,0.676,0.072
610,Attrited Customer,65,F,0,College,Single,Less than $40K,Silver,56,3,4,3,10885,1758,9127,0.8,2291,39,0.773,0.162
